Timestamp (UTC),CO,NO,NO2,NOx,O3,SO2,PM2.5,PM10,NH3,AQI
2025-01-19T03:00:00Z,460.62,0.29,15.08,15.37,61.51,4.71,20.43,23.1,1.8,61.51
2025-01-19T04:00:00Z,447.27,0.58,12.51,13.09,61.51,4.35,18.13,20.49,1.69,61.51
2025-01-19T05:00:00Z,420.57,0.76,8.83,9.59,66.52,3.93,17.64,20.0,1.82,66.52
2025-01-19T06:00:00Z,413.89,0.75,6.6,7.35,75.82,3.55,18.41,20.58,1.9,75.82
2025-01-19T07:00:00Z,413.89,0.5,5.1,5.6,85.12,3.1,15.79,17.41,1.71,85.12
2025-01-19T08:00:00Z,420.57,0.42,4.76,5.18,87.26,2.98,13.05,14.31,1.6,87.26
2025-01-19T09:00:00Z,420.57,0.38,4.76,5.14,85.83,2.95,11.79,12.9,1.6,85.83
2025-01-19T10:00:00Z,417.23,0.34,5.57,5.91,81.54,3.04,11.62,12.58,1.61,81.54
2025-01-19T11:00:00Z,423.91,0.22,7.45,7.67,75.1,3.13,12.38,13.33,1.76,75.1
2025-01-19T12:00:00Z,433.92,0.08,9.51,9.59,67.95,3.04,11.67,12.68,1.95,67.95
2025-01-19T13:00:00Z,440.6,0.01,10.37,10.38,62.94,2.98,10.09,11.28,2.18,62.94
2025-01-19T14:00:00Z,453.95,0.0,10.62,10.62,59.37,3.1,11.52,13.18,2.47,59.37
2025-01-19T15:00:00Z,453.95,0.0,9.85,9.85,59.37,2.95,14.7,16.78,2.34,59.37
2025-01-19T16:00:00Z,460.62,0.0,8.57,8.57,60.8,2.68,17.54,20.1,2.22,60.8
2025-01-19T17:00:00Z,473.98,0.0,8.4,8.4,60.8,2.62,17.36,20.29,2.28,60.8
2025-01-19T18:00:00Z,480.65,0.0,8.31,8.31,60.08,2.47,16.62,19.49,2.25,60.08
2025-01-19T19:00:00Z,467.3,0.0,7.37,7.37,60.08,2.29,15.8,18.18,2.15,60.08
2025-01-19T20:00:00Z,447.27,0.0,6.34,6.34,61.51,2.62,15.4,17.54,2.06,61.51
2025-01-19T21:00:00Z,433.92,0.0,5.48,5.48,63.66,3.01,15.1,17.11,1.9,63.66
2025-01-19T22:00:00Z,423.91,0.0,5.36,5.36,64.37,3.46,15.3,17.44,1.87,64.37
2025-01-19T23:00:00Z,423.91,0.0,5.91,5.91,62.23,3.87,16.86,19.23,2.03,62.23
2025-01-20T00:00:00Z,427.25,0.0,7.03,7.03,60.08,4.47,18.47,21.08,2.18,60.08
2025-01-20T01:00:00Z,447.27,0.0,9.85,9.85,57.22,5.3,19.24,22.31,2.34,57.22
2025-01-20T02:00:00Z,500.68,0.1,16.62,16.72,50.78,6.5,19.36,23.35,2.47,32.266666666666666
2025-01-20T03:00:00Z,574.11,2.43,21.08,23.51,50.07,7.87,20.36,24.96,2.66,33.93333333333334
2025-01-20T04:00:00Z,554.08,3.24,16.62,19.86,71.53,8.7,29.16,33.77,2.18,71.53
2025-01-20T05:00:00Z,554.08,2.24,13.19,15.43,97.27,9.42,48.95,54.54,2.03,97.27
2025-01-20T06:00:00Z,560.76,1.34,9.42,10.76,130.18,10.13,69.46,75.83,1.85,144.11671641791045
2025-01-20T07:00:00Z,453.95,0.61,4.03,4.64,141.62,6.85,64.58,68.65,0.74,161.0205970149254
2025-01-20T08:00:00Z,413.89,0.49,3.3,3.79,138.76,5.66,56.76,60.05,0.57,156.79462686567163
2025-01-20T09:00:00Z,417.23,0.48,3.47,3.95,140.19,5.3,57.97,61.43,0.7,158.90761194029852
2025-01-20T10:00:00Z,440.6,0.58,4.8,5.38,141.62,5.72,63.66,67.53,1.01,161.0205970149254
2025-01-20T11:00:00Z,480.65,0.73,8.14,8.87,137.33,6.74,73.34,77.95,1.6,154.6816417910448
2025-01-20T12:00:00Z,520.71,0.46,13.02,13.48,125.89,7.33,84.27,89.72,2.12,180.43896551724137
2025-01-20T13:00:00Z,574.11,0.03,17.65,17.68,113.01,7.87,92.65,99.29,3.13,206.63275862068969
2025-01-20T14:00:00Z,614.17,0.0,19.88,19.88,103.0,8.23,93.96,102.05,4.88,211.10482758620688
2025-01-20T15:00:00Z,614.17,0.0,18.85,18.85,98.71,7.75,86.77,95.81,6.33,188.97344827586204
2025-01-20T16:00:00Z,587.46,0.0,16.11,16.11,95.84,6.74,76.99,86.64,7.22,155.5865517241379
2025-01-20T17:00:00Z,580.79,0.0,14.39,14.39,92.98,5.9,74.13,84.32,7.03,145.82310344827584
2025-01-20T18:00:00Z,587.46,0.0,13.54,13.54,89.41,5.19,78.02,88.66,4.62,159.10275862068966
2025-01-20T19:00:00Z,574.11,0.0,12.0,12.0,86.55,4.41,82.88,93.54,2.63,175.69379310344826
2025-01-20T20:00:00Z,574.11,0.0,10.62,10.62,81.54,3.99,86.79,97.57,2.12,189.04172413793106
2025-01-20T21:00:00Z,567.44,0.0,9.6,9.6,76.53,3.81,89.53,100.31,2.06,198.3955172413793
2025-01-20T22:00:00Z,567.44,0.0,9.17,9.17,72.96,3.99,91.01,101.56,1.99,201.0341379310345
2025-01-20T23:00:00Z,560.76,0.0,8.65,8.65,72.24,4.29,90.08,100.28,1.95,72.24
2025-01-21T00:00:00Z,554.08,0.0,8.91,8.91,72.96,4.65,87.5,97.3,1.85,191.4655172413793
2025-01-21T01:00:00Z,560.76,0.0,11.31,11.31,74.39,5.3,84.63,94.17,1.93,181.66793103448276
2025-01-21T02:00:00Z,634.19,0.08,19.02,19.1,72.24,7.15,84.14,94.19,2.56,179.9951724137931
2025-01-21T03:00:00Z,700.95,1.56,25.02,26.58,78.68,10.01,86.15,96.46,3.2,186.85689655172416
2025-01-21T04:00:00Z,627.52,2.26,16.96,19.22,104.43,12.64,88.62,98.27,2.85,195.2889655172414
2025-01-21T05:00:00Z,600.81,1.93,12.17,14.1,127.32,13.47,94.75,104.74,2.72,213.80172413793105
2025-01-21T06:00:00Z,580.79,1.12,7.88,9.0,157.36,13.95,103.14,113.11,2.79,242.44344827586207
2025-01-21T07:00:00Z,460.62,0.5,3.77,4.27,160.22,10.97,82.51,89.32,1.63,188.5041791044776
2025-01-21T08:00:00Z,390.53,0.43,3.21,3.64,150.2,8.34,61.17,66.16,1.46,173.69850746268656
2025-01-21T09:00:00Z,357.15,0.42,3.3,3.72,141.62,6.97,52.27,56.82,1.49,161.0205970149254
2025-01-21T10:00:00Z,350.48,0.5,4.37,4.87,134.47,6.68,48.93,53.57,1.76,150.45567164179104
2025-01-21T11:00:00Z,373.84,0.66,7.03,7.69,128.75,6.85,48.22,53.31,2.37,142.0037313432836
2025-01-21T12:00:00Z,400.54,0.55,10.8,11.35,117.3,6.56,46.48,52.09,3.01,125.08507462686566
2025-01-21T13:00:00Z,440.6,0.13,15.59,15.72,101.57,6.5,43.61,50.09,4.12,101.84223880597014
2025-01-21T14:00:00Z,480.65,0.0,17.65,17.65,88.69,6.74,41.93,49.69,5.57,88.69
2025-01-21T15:00:00Z,494.0,0.0,16.96,16.96,82.25,6.56,41.27,50.19,6.59,82.25
2025-01-21T16:00:00Z,494.0,0.0,15.08,15.08,80.82,6.08,41.22,50.75,7.09,80.82
2025-01-21T17:00:00Z,514.03,0.0,14.91,14.91,79.39,5.66,42.41,52.37,7.28,79.39
2025-01-21T18:00:00Z,527.38,0.0,15.25,15.25,76.53,5.25,44.91,54.94,6.9,76.53
2025-01-21T19:00:00Z,520.71,0.0,13.71,13.71,75.82,4.59,47.76,57.54,5.51,79.31862068965518
2025-01-21T20:00:00Z,500.68,0.0,11.14,11.14,75.1,4.11,50.93,60.61,4.5,84.6748275862069
2025-01-21T21:00:00Z,487.33,0.0,9.25,9.25,74.39,3.78,53.53,63.1,3.8,89.06793103448277
2025-01-21T22:00:00Z,487.33,0.0,8.4,8.4,73.67,3.78,55.66,65.08,3.2,92.66689655172414
2025-01-21T23:00:00Z,487.33,0.0,8.23,8.23,72.96,3.76,57.62,67.03,2.63,95.97862068965517
2025-01-22T00:00:00Z,494.0,0.0,8.83,8.83,71.53,3.73,59.77,69.2,2.25,99.61137931034483
2025-01-22T01:00:00Z,520.71,0.0,11.65,11.65,70.1,4.11,62.21,72.27,2.41,105.13068965517242
2025-01-22T02:00:00Z,600.81,0.13,19.36,19.49,65.8,5.3,65.85,77.13,3.55,117.55689655172412
2025-01-22T03:00:00Z,654.22,2.43,23.31,25.74,70.1,6.68,66.75,78.39,4.5,120.62931034482759
2025-01-22T04:00:00Z,514.03,2.4,13.02,15.42,94.41,6.56,55.73,64.66,3.07,94.41
2025-01-22T05:00:00Z,453.95,1.65,8.31,9.96,111.58,6.38,53.01,61.53,3.13,116.63313432835821
2025-01-22T06:00:00Z,453.95,0.94,5.65,6.59,135.9,6.62,59.11,68.19,3.55,152.56865671641793
2025-01-22T07:00:00Z,370.5,0.46,2.78,3.24,121.59,3.99,41.33,47.51,2.22,131.42402985074628
2025-01-22T08:00:00Z,347.14,0.39,2.31,2.7,113.01,3.04,34.6,39.87,1.88,118.74611940298509
2025-01-22T09:00:00Z,353.81,0.39,2.33,2.72,108.72,2.77,35.49,41.09,1.93,112.40716417910448
2025-01-22T10:00:00Z,340.46,0.42,2.55,2.97,97.27,2.5,32.82,38.16,1.85,97.27
2025-01-22T11:00:00Z,333.79,0.52,3.68,4.2,87.26,2.53,29.66,34.74,1.9,87.26
2025-01-22T12:00:00Z,347.14,0.41,5.91,6.32,79.39,2.8,29.49,34.79,2.01,79.39
2025-01-22T13:00:00Z,373.84,0.05,9.17,9.22,70.81,3.7,32.88,39.24,2.63,70.81
2025-01-22T14:00:00Z,403.88,0.0,10.2,10.2,67.95,4.41,38.43,46.34,3.55,67.95
2025-01-22T15:00:00Z,427.25,0.0,9.94,9.94,69.38,4.35,43.89,53.12,4.24,72.7796551724138
2025-01-22T16:00:00Z,440.6,0.0,9.0,9.0,72.24,3.99,47.66,57.53,3.99,79.14965517241379
2025-01-22T17:00:00Z,440.6,0.0,7.97,7.97,73.67,3.61,48.46,58.48,3.32,80.50137931034483
2025-01-22T18:00:00Z,433.92,0.0,7.2,7.2,75.82,3.22,50.1,60.11,2.63,83.27241379310345
2025-01-22T19:00:00Z,440.6,0.0,6.34,6.34,74.39,2.89,51.82,61.89,2.06,86.17862068965518
2025-01-22T20:00:00Z,447.27,0.0,5.74,5.74,70.81,2.86,52.96,63.39,1.8,88.10482758620691
2025-01-22T21:00:00Z,447.27,0.0,5.14,5.14,71.53,2.89,53.74,64.63,1.68,89.42275862068965
2025-01-22T22:00:00Z,440.6,0.0,4.76,4.76,74.39,3.01,55.55,66.22,1.54,92.48103448275862
2025-01-22T23:00:00Z,427.25,0.0,4.58,4.58,77.25,3.19,56.12,66.24,1.49,93.44413793103448
2025-01-23T00:00:00Z,420.57,0.0,4.97,4.97,77.96,3.4,55.81,65.13,1.42,92.9203448275862
2025-01-23T01:00:00Z,427.25,0.0,7.03,7.03,75.82,3.93,53.82,62.9,1.63,89.55793103448276
2025-01-23T02:00:00Z,473.98,0.01,12.68,12.69,69.38,4.83,51.47,61.36,1.93,85.58724137931034
2025-01-23T03:00:00Z,534.06,0.59,19.36,19.95,60.8,5.78,49.06,59.73,2.5,81.51517241379311
2025-01-23T04:00:00Z,460.62,2.29,12.51,14.8,65.09,5.78,37.77,46.68,2.44,65.09
2025-01-23T05:00:00Z,420.57,2.15,8.48,10.63,75.1,5.96,31.24,39.02,2.91,75.1
2025-01-23T06:00:00Z,397.21,1.34,5.83,7.17,92.98,6.08,28.33,35.17,3.2,92.98
2025-01-23T07:00:00Z,267.03,0.56,2.33,2.89,81.54,2.89,12.82,15.77,1.65,81.54
2025-01-23T08:00:00Z,236.99,0.46,1.97,2.43,82.25,2.15,8.45,10.4,1.33,82.25
2025-01-23T09:00:00Z,233.65,0.44,2.12,2.56,83.68,2.09,8.38,10.4,1.35,83.68
2025-01-23T10:00:00Z,243.66,0.52,2.87,3.39,84.4,2.32,8.91,11.24,1.58,84.4
2025-01-23T11:00:00Z,260.35,0.75,4.8,5.55,82.97,2.74,9.15,11.78,2.03,82.97
2025-01-23T12:00:00Z,283.72,0.78,7.71,8.49,77.25,2.98,9.03,11.91,2.44,77.25
2025-01-23T13:00:00Z,320.43,0.17,11.48,11.65,69.38,3.61,10.47,14.18,3.32,69.38
2025-01-23T14:00:00Z,363.83,0.0,13.88,13.88,63.66,4.59,14.73,20.44,4.94,63.66
2025-01-23T15:00:00Z,393.87,0.0,14.05,14.05,62.94,4.83,19.57,27.18,6.14,62.94
2025-01-23T16:00:00Z,407.22,0.0,12.85,12.85,64.37,4.59,24.06,33.11,6.65,64.37
2025-01-23T17:00:00Z,423.91,0.0,12.51,12.51,65.09,4.29,27.36,37.45,5.89,65.09
2025-01-23T18:00:00Z,427.25,0.0,12.34,12.34,64.37,3.81,29.32,39.93,3.96,64.37
2025-01-23T19:00:00Z,410.56,0.0,10.71,10.71,67.23,3.22,30.27,40.88,2.63,67.23
2025-01-23T20:00:00Z,393.87,0.0,8.23,8.23,70.1,3.01,31.55,42.48,2.28,70.1
2025-01-23T21:00:00Z,390.53,0.0,6.68,6.68,71.53,3.04,34.54,45.67,2.18,71.53
2025-01-23T22:00:00Z,403.88,0.0,6.08,6.08,70.1,3.31,39.28,50.18,2.03,70.1
2025-01-23T23:00:00Z,420.57,0.0,6.0,6.0,67.95,3.81,39.23,49.46,2.03,67.95
2025-01-24T00:00:00Z,433.92,0.0,6.6,6.6,62.94,5.13,36.67,46.31,1.76,62.94
2025-01-24T01:00:00Z,420.57,0.0,7.8,7.8,57.22,8.94,32.56,41.05,0.91,57.22
2025-01-24T02:00:00Z,410.56,0.03,10.71,10.74,50.78,9.3,24.91,31.74,1.16,41.516666666666666
2025-01-24T03:00:00Z,417.23,0.83,13.02,13.85,47.21,7.99,17.76,23.06,1.57,47.21
2025-01-24T04:00:00Z,390.53,2.07,10.88,12.95,52.93,6.62,13.35,17.76,1.96,52.93
2025-01-24T05:00:00Z,350.48,1.98,7.88,9.86,64.37,5.72,11.62,15.85,2.34,64.37
2025-01-24T06:00:00Z,323.77,1.23,5.36,6.59,84.4,5.25,13.02,17.36,2.5,84.4
2025-01-24T07:00:00Z,293.73,0.59,2.91,3.5,104.43,4.11,15.32,19.24,2.12,106.0682089552239
2025-01-24T08:00:00Z,277.04,0.43,2.29,2.72,111.58,3.4,16.13,19.94,1.92,116.63313432835821
2025-01-24T09:00:00Z,267.03,0.42,2.25,2.67,108.72,2.95,15.62,19.54,1.92,112.40716417910448
2025-01-24T10:00:00Z,267.03,0.5,2.78,3.28,105.86,2.71,14.99,18.93,2.03,108.18119402985074
2025-01-24T11:00:00Z,283.72,0.74,4.71,5.45,101.57,2.95,16.23,20.58,2.34,101.84223880597014
2025-01-24T12:00:00Z,313.76,0.67,7.88,8.55,94.41,3.28,18.65,23.93,2.66,94.41
2025-01-24T13:00:00Z,353.81,0.1,12.0,12.1,84.4,3.93,21.11,27.75,3.55,84.4
2025-01-24T14:00:00Z,400.54,0.0,14.74,14.74,75.82,4.71,23.61,32.0,5.26,75.82
2025-01-24T15:00:00Z,427.25,0.0,15.59,15.59,70.1,4.77,25.0,34.69,6.4,70.1
2025-01-24T16:00:00Z,440.6,0.0,14.74,14.74,67.23,4.41,25.65,35.98,6.14,67.23
2025-01-24T17:00:00Z,447.27,0.0,13.88,13.88,66.52,4.11,27.77,38.59,5.32,66.52
2025-01-24T18:00:00Z,460.62,0.0,13.02,13.02,72.96,4.35,34.19,45.41,3.99,72.96
2025-01-24T19:00:00Z,453.95,0.0,10.97,10.97,81.54,4.59,41.26,52.41,2.79,81.54
2025-01-24T20:00:00Z,447.27,0.0,8.31,8.31,85.12,4.29,46.02,56.99,2.18,85.12
2025-01-24T21:00:00Z,440.6,0.0,6.68,6.68,85.12,4.17,49.86,60.61,1.92,85.12
2025-01-24T22:00:00Z,427.25,0.0,5.74,5.74,84.4,4.35,53.47,63.92,1.6,88.96655172413793
2025-01-24T23:00:00Z,413.89,0.0,5.1,5.1,82.97,4.53,55.43,65.43,1.41,92.27827586206897
2025-01-25T00:00:00Z,397.21,0.0,4.97,4.97,80.82,4.29,55.58,64.79,1.33,92.53172413793104
2025-01-25T01:00:00Z,397.21,0.0,6.17,6.17,76.53,3.99,53.15,61.39,1.46,88.42586206896551
2025-01-25T02:00:00Z,423.91,0.03,10.2,10.23,69.38,3.93,47.11,55.19,1.84,78.2203448275862
2025-01-25T03:00:00Z,460.62,0.69,14.22,14.91,62.94,4.17,41.48,49.42,2.15,68.70758620689655
2025-01-25T04:00:00Z,397.21,1.08,10.37,11.45,69.38,3.93,30.23,36.73,2.09,69.38
2025-01-25T05:00:00Z,360.49,1.12,7.54,8.66,76.53,4.05,28.32,34.95,2.79,76.53
2025-01-25T06:00:00Z,347.14,0.94,5.74,6.68,86.55,4.23,29.13,35.92,3.26,86.55
2025-01-25T07:00:00Z,300.41,0.49,2.96,3.45,100.14,2.98,22.3,27.15,2.22,37.16666666666667
2025-01-25T08:00:00Z,280.38,0.38,2.33,2.71,105.86,2.68,18.74,22.67,1.92,108.18119402985074
2025-01-25T09:00:00Z,280.38,0.38,2.29,2.67,107.29,2.77,18.75,22.72,1.8,110.29417910447762
2025-01-25T10:00:00Z,287.06,0.48,2.78,3.26,108.72,3.01,18.71,22.64,1.93,112.40716417910448
2025-01-25T11:00:00Z,310.42,0.71,4.76,5.47,107.29,3.49,17.38,21.13,2.41,110.29417910447762
2025-01-25T12:00:00Z,337.12,0.73,8.14,8.87,98.71,3.78,16.88,20.8,2.91,98.71
2025-01-25T13:00:00Z,367.16,0.18,12.0,12.18,85.12,3.99,16.89,21.23,3.67,85.12
2025-01-25T14:00:00Z,387.19,0.0,13.02,13.02,75.82,3.99,17.53,22.6,4.88,75.82
2025-01-25T15:00:00Z,387.19,0.0,12.0,12.0,71.53,3.61,18.34,23.92,5.7,71.53
2025-01-25T16:00:00Z,377.18,0.0,10.2,10.2,70.1,3.16,20.37,26.33,5.89,70.1
2025-01-25T17:00:00Z,383.85,0.0,9.42,9.42,68.66,2.95,22.41,28.57,4.94,68.66
2025-01-25T18:00:00Z,387.19,0.0,9.08,9.08,67.23,2.59,23.86,29.91,3.48,67.23
2025-01-25T19:00:00Z,373.84,0.0,8.05,8.05,66.52,2.12,25.19,31.04,2.41,66.52
2025-01-25T20:00:00Z,367.16,0.0,6.68,6.68,65.09,1.86,27.24,33.25,2.01,65.09
2025-01-25T21:00:00Z,367.16,0.0,5.74,5.74,63.66,1.71,29.83,36.1,1.96,63.66
2025-01-25T22:00:00Z,373.84,0.0,5.57,5.57,60.08,1.65,32.41,39.02,2.06,60.08
2025-01-25T23:00:00Z,387.19,0.0,6.17,6.17,55.07,1.67,34.56,41.49,2.15,57.01517241379311
2025-01-26T00:00:00Z,407.22,0.0,7.54,7.54,51.5,1.82,36.64,43.83,2.25,60.5296551724138
2025-01-26T01:00:00Z,447.27,0.0,11.31,11.31,46.49,2.29,38.64,46.47,2.44,63.908965517241384
2025-01-26T02:00:00Z,547.41,0.26,20.22,20.48,39.34,3.22,40.34,49.15,2.91,66.78137931034483
2025-01-26T03:00:00Z,634.19,4.14,24.33,28.47,40.77,4.23,38.64,47.47,3.55,63.908965517241384
2025-01-26T04:00:00Z,507.35,3.86,14.57,18.43,61.51,4.71,27.1,33.26,3.51,61.51
2025-01-26T05:00:00Z,423.91,2.65,9.25,11.9,77.25,4.59,21.97,27.27,3.99,77.25
2025-01-26T06:00:00Z,347.14,1.31,5.48,6.79,98.71,4.17,19.98,24.32,3.61,98.71
2025-01-26T07:00:00Z,257.02,0.47,2.18,2.65,103.0,2.35,12.61,14.64,1.63,103.95522388059702
2025-01-26T08:00:00Z,247.0,0.39,1.86,2.25,104.43,2.0,13.24,14.88,1.35,106.0682089552239
2025-01-26T09:00:00Z,247.0,0.37,1.91,2.28,104.43,1.97,15.73,17.42,1.27,106.0682089552239
2025-01-26T10:00:00Z,257.02,0.43,2.42,2.85,104.43,2.21,18.4,20.27,1.41,106.0682089552239
2025-01-26T11:00:00Z,273.7,0.57,3.94,4.51,104.43,2.65,21.46,23.71,1.98,106.0682089552239
2025-01-26T12:00:00Z,293.73,0.44,6.25,6.69,98.71,2.83,23.98,26.54,2.5,98.71
2025-01-26T13:00:00Z,317.1,0.05,8.57,8.62,88.69,3.16,25.86,28.92,3.23,88.69
2025-01-26T14:00:00Z,330.45,0.0,8.65,8.65,82.97,3.43,26.12,29.76,3.99,82.97
2025-01-26T15:00:00Z,337.12,0.0,7.8,7.8,82.25,3.49,25.56,29.55,4.37,82.25
2025-01-26T16:00:00Z,340.46,0.0,6.94,6.94,82.25,3.37,26.62,30.98,4.56,82.25
2025-01-26T17:00:00Z,350.48,0.0,6.94,6.94,80.82,3.22,31.43,36.51,4.88,80.82
2025-01-26T18:00:00Z,357.15,0.0,7.03,7.03,79.39,2.95,36.97,42.53,5.07,79.39
2025-01-26T19:00:00Z,363.83,0.0,7.45,7.45,75.1,2.56,40.29,46.06,5.57,75.1
2025-01-26T20:00:00Z,383.85,0.0,7.97,7.97,67.95,2.44,43.1,49.31,5.13,71.4448275862069
2025-01-26T21:00:00Z,397.21,0.0,8.05,8.05,62.23,2.35,45.56,52.31,3.58,75.60137931034484
2025-01-26T22:00:00Z,413.89,0.0,8.4,8.4,57.22,2.38,47.71,54.97,2.91,79.23413793103448
2025-01-26T23:00:00Z,427.25,0.0,9.08,9.08,51.5,2.32,49.59,57.2,2.79,82.41068965517242
2025-01-27T00:00:00Z,447.27,0.0,10.45,10.45,47.21,2.35,51.22,59.23,2.82,85.1648275862069
2025-01-27T01:00:00Z,487.33,0.01,15.08,15.09,42.2,2.86,53.36,62.22,2.94,88.78068965517241
2025-01-27T02:00:00Z,614.17,0.27,26.73,27.0,32.19,3.99,56.82,67.51,3.04,94.62689655172414
2025-01-27T03:00:00Z,754.36,5.03,33.59,38.62,30.4,5.25,59.37,71.09,2.98,98.9355172413793
2025-01-27T04:00:00Z,687.6,6.09,25.7,31.79,55.07,7.15,55.56,64.81,2.91,92.49793103448276
2025-01-27T05:00:00Z,734.33,6.37,24.33,30.7,72.24,9.42,56.74,65.6,4.69,94.49172413793104
2025-01-27T06:00:00Z,781.06,5.25,23.65,28.9,100.14,12.16,61.7,70.79,5.89,103.3896551724138
2025-01-27T07:00:00Z,440.6,1.31,6.51,7.82,127.32,7.63,46.02,49.92,2.09,139.8907462686567
2025-01-27T08:00:00Z,370.5,0.58,3.47,4.05,133.04,5.42,43.38,46.47,1.63,148.34268656716418
2025-01-27T09:00:00Z,357.15,0.48,3.13,3.61,133.04,4.17,46.7,49.82,1.66,148.34268656716418
2025-01-27T10:00:00Z,367.16,0.54,3.9,4.44,130.18,3.81,50.79,54.14,1.95,144.11671641791045
2025-01-27T11:00:00Z,390.53,0.71,6.34,7.05,123.02,4.11,53.96,57.71,2.53,133.53701492537311
2025-01-27T12:00:00Z,420.57,0.53,9.94,10.47,111.58,4.23,56.46,60.68,3.1,116.63313432835821
2025-01-27T13:00:00Z,447.27,0.06,12.85,12.91,98.71,4.71,59.67,64.53,3.86,99.44241379310346
2025-01-27T14:00:00Z,467.3,0.0,13.37,13.37,90.84,5.25,61.91,67.85,5.0,104.10655172413792
2025-01-27T15:00:00Z,467.3,0.0,12.17,12.17,87.26,5.25,60.64,67.04,5.64,87.26
2025-01-27T16:00:00Z,460.62,0.0,10.11,10.11,89.41,4.83,56.86,63.2,5.57,94.6944827586207
2025-01-27T17:00:00Z,460.62,0.0,9.42,9.42,89.41,4.41,52.55,58.84,5.64,89.41
2025-01-27T18:00:00Z,460.62,0.0,9.34,9.34,87.98,3.87,49.55,55.75,5.38,87.98
2025-01-27T19:00:00Z,447.27,0.0,8.74,8.74,84.4,3.34,47.79,53.94,4.5,84.4
2025-01-27T20:00:00Z,453.95,0.0,7.88,7.88,80.11,3.22,47.99,54.5,3.45,80.11
2025-01-27T21:00:00Z,460.62,0.0,7.2,7.2,77.25,3.43,49.38,56.41,2.69,82.05586206896552
2025-01-27T22:00:00Z,480.65,0.0,6.94,6.94,75.1,3.67,52.81,60.28,2.31,87.85137931034484
2025-01-27T23:00:00Z,494.0,0.0,7.03,7.03,73.67,3.81,56.83,64.68,2.12,94.64379310344827
2025-01-28T00:00:00Z,514.03,0.0,7.54,7.54,75.1,4.35,63.11,70.95,1.84,108.20310344827585
2025-01-28T01:00:00Z,554.08,0.0,10.37,10.37,76.53,5.3,70.41,78.39,1.65,133.12379310344826
2025-01-28T02:00:00Z,647.54,0.05,19.02,19.07,71.53,6.74,76.97,86.11,1.74,155.51827586206895
2025-01-28T03:00:00Z,767.71,1.54,28.79,30.33,62.94,7.75,81.08,91.47,1.98,169.54896551724136
2025-01-28T04:00:00Z,614.17,1.26,16.62,17.88,95.84,8.7,57.83,64.94,1.39,96.33344827586207
2025-01-28T05:00:00Z,587.46,1.12,13.19,14.31,107.29,9.66,52.03,59.05,2.72,110.29417910447762
2025-01-28T06:00:00Z,594.14,1.1,11.31,12.41,121.59,11.32,56.2,64.0,3.29,131.42402985074628
2025-01-28T07:00:00Z,494.0,0.65,4.37,5.02,150.2,7.45,43.04,47.83,1.66,173.69850746268656
2025-01-28T08:00:00Z,453.95,0.38,2.83,3.21,157.36,5.72,38.61,42.3,1.33,184.2782089552239
2025-01-28T09:00:00Z,433.92,0.37,2.87,3.24,154.5,4.89,37.05,40.43,1.41,180.05223880597015
2025-01-28T10:00:00Z,427.25,0.47,3.86,4.33,148.77,4.71,34.12,37.24,1.65,171.5855223880597
2025-01-28T11:00:00Z,433.92,0.66,6.43,7.09,140.19,4.71,28.16,31.07,2.18,158.90761194029852
2025-01-28T12:00:00Z,447.27,0.59,10.2,10.79,127.32,4.59,22.66,25.54,2.75,139.8907462686567
2025-01-28T13:00:00Z,480.65,0.08,14.05,14.13,110.15,5.01,21.66,25.25,3.83,114.52014925373135
2025-01-28T14:00:00Z,514.03,0.0,15.59,15.59,97.27,5.96,26.01,31.35,5.57,97.27
2025-01-28T15:00:00Z,527.38,0.0,14.74,14.74,91.55,6.38,28.89,35.38,6.52,91.55
2025-01-28T16:00:00Z,534.06,0.0,12.34,12.34,92.98,6.2,28.81,35.48,6.59,92.98
2025-01-28T17:00:00Z,540.73,0.0,11.14,11.14,94.41,6.08,31.07,37.76,6.21,94.41
2025-01-28T18:00:00Z,540.73,0.0,10.62,10.62,94.41,6.02,38.65,45.36,5.13,94.41
2025-01-28T19:00:00Z,514.03,0.0,8.91,8.91,95.84,5.36,46.36,52.83,3.36,95.84
2025-01-28T20:00:00Z,494.0,0.0,6.85,6.85,97.27,4.71,55.36,62.32,2.28,97.27
2025-01-28T21:00:00Z,494.0,0.0,5.4,5.4,101.57,5.36,66.32,73.96,1.58,119.1613793103448
2025-01-28T22:00:00Z,500.68,0.0,4.8,4.8,101.57,7.21,76.75,84.84,1.11,154.76724137931035
2025-01-28T23:00:00Z,507.35,0.0,5.1,5.1,94.41,8.46,85.13,93.39,0.64,183.3748275862069
2025-01-29T00:00:00Z,514.03,0.0,5.91,5.91,85.83,8.94,91.14,99.43,0.32,201.47793103448276
2025-01-29T01:00:00Z,534.06,0.0,8.23,8.23,77.96,9.06,92.41,100.9,0.27,205.81344827586204
2025-01-29T02:00:00Z,587.46,0.03,14.22,14.25,69.38,9.06,87.03,95.72,0.55,189.8610344827586
2025-01-29T03:00:00Z,680.92,1.27,21.59,22.86,62.94,9.18,78.25,86.93,1.27,159.88793103448276
2025-01-29T04:00:00Z,647.54,2.65,18.51,21.16,78.68,9.06,58.89,66.18,1.87,98.1244827586207
2025-01-29T05:00:00Z,614.17,2.77,15.25,18.02,95.84,9.78,53.23,60.41,2.79,95.84
