Timestamp (UTC),CO,NO,NO2,NOx,O3,SO2,PM2.5,PM10,NH3,AQI
2025-01-29T06:00:00Z,587.46,2.12,12.17,14.29,118.73,10.37,51.29,58.57,3.61,127.19805970149254
2025-01-29T07:00:00Z,453.95,0.99,5.83,6.82,140.19,7.33,35.97,40.63,2.37,158.90761194029852
2025-01-29T08:00:00Z,393.87,0.61,3.98,4.59,145.91,5.48,29.07,32.78,1.95,167.35955223880597
2025-01-29T09:00:00Z,370.5,0.56,3.73,4.29,141.62,4.53,28.02,31.88,1.87,161.0205970149254
2025-01-29T10:00:00Z,367.16,0.62,4.46,5.08,134.47,4.23,29.43,33.67,1.9,150.45567164179104
2025-01-29T11:00:00Z,390.53,0.81,6.94,7.75,127.32,4.47,31.42,36.17,2.18,139.8907462686567
2025-01-29T12:00:00Z,420.57,0.66,10.88,11.54,114.44,4.47,32.09,37.37,2.56,120.85910447761194
2025-01-29T13:00:00Z,453.95,0.1,14.39,14.49,100.14,4.65,31.53,37.43,3.32,51.89551724137931
2025-01-29T14:00:00Z,460.62,0.0,14.74,14.74,89.41,4.71,32.61,39.66,4.56,89.41
2025-01-29T15:00:00Z,440.6,0.0,12.51,12.51,83.68,4.35,34.62,42.37,5.26,83.68
2025-01-29T16:00:00Z,423.91,0.0,10.11,10.11,82.25,3.87,36.48,44.37,5.19,82.25
2025-01-29T17:00:00Z,423.91,0.0,9.6,9.6,82.25,3.67,38.22,46.24,4.62,82.25
2025-01-29T18:00:00Z,427.25,0.0,9.68,9.68,80.82,3.46,41.16,49.19,3.48,80.82
2025-01-29T19:00:00Z,420.57,0.0,9.17,9.17,77.25,3.1,43.85,51.72,2.63,77.25
2025-01-29T20:00:00Z,420.57,0.0,8.48,8.48,71.53,2.92,46.0,53.93,2.41,76.34482758620689
2025-01-29T21:00:00Z,423.91,0.0,7.88,7.88,65.8,2.83,47.25,55.22,2.37,78.45689655172414
2025-01-29T22:00:00Z,433.92,0.0,7.97,7.97,60.08,2.8,47.83,55.9,2.41,79.43689655172413
2025-01-29T23:00:00Z,447.27,0.0,8.4,8.4,55.07,2.68,48.6,56.74,2.41,80.73793103448276
2025-01-30T00:00:00Z,447.27,0.0,9.08,9.08,52.93,2.8,48.72,56.75,2.31,80.9406896551724
2025-01-30T01:00:00Z,467.3,0.0,11.65,11.65,50.78,3.19,49.05,57.0,2.28,81.49827586206897
2025-01-30T02:00:00Z,534.06,0.15,19.36,19.51,44.35,3.87,49.7,58.58,2.56,82.59655172413794
2025-01-30T03:00:00Z,620.84,3.49,24.33,27.82,41.13,4.47,49.72,59.81,2.75,82.63034482758621
2025-01-30T04:00:00Z,494.0,3.07,14.74,17.81,67.23,4.59,41.12,49.5,2.03,68.09931034482759
2025-01-30T05:00:00Z,427.25,2.12,9.94,12.06,84.4,4.29,36.62,44.39,2.47,84.4
2025-01-30T06:00:00Z,383.85,1.26,6.85,8.11,104.43,4.17,35.26,42.71,2.79,106.0682089552239
2025-01-30T07:00:00Z,293.73,0.49,2.83,3.32,97.27,2.26,19.71,23.6,1.49,97.27
2025-01-30T08:00:00Z,263.69,0.39,2.33,2.72,86.55,1.7,11.9,14.34,1.27,86.55
2025-01-30T09:00:00Z,260.35,0.4,2.48,2.88,83.68,1.74,9.65,11.75,1.36,83.68
2025-01-30T10:00:00Z,270.37,0.54,3.38,3.92,85.12,2.06,8.99,11.07,1.68,85.12
2025-01-30T11:00:00Z,297.07,0.8,6.0,6.8,83.68,2.56,8.72,11.01,2.25,83.68
2025-01-30T12:00:00Z,323.77,0.8,9.51,10.31,75.82,2.83,7.86,10.29,2.69,75.82
2025-01-30T13:00:00Z,373.84,0.29,14.57,14.86,63.66,3.34,7.92,11.01,3.74,63.66
2025-01-30T14:00:00Z,433.92,0.0,17.99,17.99,52.21,4.11,10.28,15.19,5.57,52.21
2025-01-30T15:00:00Z,467.3,0.0,18.85,18.85,47.92,4.23,13.59,20.16,6.71,47.92
2025-01-30T16:00:00Z,480.65,0.0,17.48,17.48,46.49,3.81,16.58,24.03,6.52,46.49
2025-01-30T17:00:00Z,487.33,0.0,16.28,16.28,45.78,3.52,18.01,25.72,5.38,45.78
2025-01-30T18:00:00Z,480.65,0.0,15.42,15.42,44.7,3.07,17.82,25.04,4.05,44.7
2025-01-30T19:00:00Z,453.95,0.0,13.02,13.02,45.78,2.5,17.06,23.27,2.88,45.78
2025-01-30T20:00:00Z,423.91,0.0,9.68,9.68,49.35,2.29,18.8,24.69,2.22,49.35
2025-01-30T21:00:00Z,413.89,0.0,7.37,7.37,52.93,2.35,23.17,29.28,2.12,52.93
2025-01-30T22:00:00Z,413.89,0.0,6.17,6.17,54.36,2.5,27.38,32.99,2.15,54.36
2025-01-30T23:00:00Z,417.23,0.0,5.83,5.83,53.64,2.47,29.67,34.58,2.06,53.64
2025-01-31T00:00:00Z,420.57,0.0,5.91,5.91,51.5,2.44,30.26,34.81,2.03,51.5
2025-01-31T01:00:00Z,433.92,0.0,7.63,7.63,48.64,2.68,28.42,33.07,2.25,48.64
2025-01-31T02:00:00Z,480.65,0.06,13.02,13.08,42.56,3.52,25.35,30.98,2.75,42.56
2025-01-31T03:00:00Z,547.41,1.96,17.31,19.27,38.98,4.65,23.41,29.9,3.29,39.016666666666666
2025-01-31T04:00:00Z,494.0,2.71,11.82,14.53,58.65,5.13,21.91,27.71,2.94,58.65
2025-01-31T05:00:00Z,473.98,2.01,8.74,10.75,82.25,5.78,24.19,30.28,3.55,82.25
2025-01-31T06:00:00Z,460.62,1.03,5.74,6.77,111.58,5.84,29.8,36.22,3.58,116.63313432835821
2025-01-31T07:00:00Z,350.48,0.4,2.44,2.84,113.01,2.98,21.07,24.94,2.06,118.74611940298509
2025-01-31T08:00:00Z,320.43,0.33,2.16,2.49,110.15,2.24,17.73,20.8,1.66,114.52014925373135
2025-01-31T09:00:00Z,320.43,0.32,2.38,2.7,107.29,2.15,17.55,20.54,1.66,110.29417910447762
2025-01-31T10:00:00Z,330.45,0.44,3.38,3.82,104.43,2.38,16.61,19.5,1.93,106.0682089552239
2025-01-31T11:00:00Z,353.81,0.75,6.0,6.75,101.57,2.89,15.93,18.93,2.53,101.84223880597014
2025-01-31T12:00:00Z,383.85,0.81,9.94,10.75,91.55,3.28,14.48,17.57,3.04,91.55
2025-01-31T13:00:00Z,413.89,0.17,13.88,14.05,78.68,3.87,13.28,16.79,3.83,78.68
2025-01-31T14:00:00Z,433.92,0.0,14.39,14.39,67.95,4.41,12.76,17.17,4.94,67.95
2025-01-31T15:00:00Z,427.25,0.0,13.02,13.02,61.51,4.11,11.69,16.74,5.64,61.51
2025-01-31T16:00:00Z,413.89,0.0,10.8,10.8,59.37,3.43,11.46,16.52,5.26,59.37
2025-01-31T17:00:00Z,413.89,0.0,9.51,9.51,62.23,3.07,14.79,19.73,3.93,62.23
2025-01-31T18:00:00Z,400.54,0.0,8.48,8.48,62.94,2.59,15.63,19.93,2.56,62.94
2025-01-31T19:00:00Z,367.16,0.0,6.25,6.25,57.22,1.83,11.28,14.17,1.9,57.22
2025-01-31T20:00:00Z,340.46,0.0,4.5,4.5,50.78,1.34,7.45,9.25,1.52,12.416666666666668
2025-01-31T21:00:00Z,330.45,0.0,3.6,3.6,47.92,1.24,6.09,7.45,1.28,47.92
2025-01-31T22:00:00Z,330.45,0.0,3.21,3.21,46.49,1.33,5.94,7.22,1.25,46.49
2025-01-31T23:00:00Z,333.79,0.0,3.21,3.21,42.56,1.43,5.91,7.25,1.38,42.56
2025-02-01T00:00:00Z,337.12,0.0,3.6,3.6,38.98,1.55,5.67,7.05,1.58,38.98
2025-02-01T01:00:00Z,353.81,0.01,5.31,5.32,35.05,1.94,5.69,7.4,1.9,35.05
2025-02-01T02:00:00Z,390.53,0.07,8.91,8.98,30.4,2.5,5.88,8.27,2.09,30.4
2025-02-01T03:00:00Z,417.23,1.12,10.2,11.32,31.83,2.95,5.78,8.49,2.25,31.83
2025-02-01T04:00:00Z,393.87,1.66,7.71,9.37,49.35,3.1,6.01,8.62,2.28,49.35
2025-02-01T05:00:00Z,377.18,1.23,5.48,6.71,72.24,3.28,7.71,10.32,2.41,72.24
2025-02-01T06:00:00Z,373.84,0.68,3.6,4.28,97.27,3.64,10.63,13.24,2.66,97.27
2025-02-01T07:00:00Z,343.8,0.35,2.16,2.51,114.44,3.19,12.85,14.89,1.71,120.85910447761194
2025-02-01T08:00:00Z,327.11,0.31,2.1,2.41,117.3,3.16,13.42,15.2,1.22,125.08507462686566
2025-02-01T09:00:00Z,320.43,0.35,2.33,2.68,118.73,3.13,14.1,15.89,1.19,127.19805970149254
2025-02-01T10:00:00Z,330.45,0.5,3.6,4.1,120.16,3.55,14.83,16.76,1.55,129.3110447761194
2025-02-01T11:00:00Z,363.83,0.81,7.03,7.84,118.73,4.65,15.03,17.29,2.5,127.19805970149254
2025-02-01T12:00:00Z,400.54,0.88,12.0,12.88,107.29,5.25,13.85,16.45,3.42,110.29417910447762
2025-02-01T13:00:00Z,514.03,0.26,24.68,24.94,81.54,6.02,13.99,17.9,5.7,81.54
2025-02-01T14:00:00Z,634.19,0.0,32.9,32.9,58.65,6.68,15.87,21.82,8.49,58.65
2025-02-01T15:00:00Z,660.9,0.0,31.53,31.53,47.92,6.68,17.33,24.91,10.39,47.92
2025-02-01T16:00:00Z,594.14,0.0,23.65,23.65,47.21,5.84,17.0,25.19,11.27,47.21
2025-02-01T17:00:00Z,534.06,0.0,17.31,17.31,49.35,4.71,15.68,23.73,11.02,49.35
2025-02-01T18:00:00Z,487.33,0.0,14.05,14.05,50.07,3.64,13.91,20.91,10.13,23.183333333333334
2025-02-01T19:00:00Z,427.25,0.0,10.45,10.45,52.93,2.59,11.75,17.15,7.98,52.93
2025-02-01T20:00:00Z,400.54,0.0,7.71,7.71,53.64,2.06,10.91,15.47,4.94,53.64
2025-02-01T21:00:00Z,397.21,0.0,6.17,6.17,51.5,1.8,10.71,14.75,2.82,51.5
2025-02-01T22:00:00Z,403.88,0.0,5.44,5.44,48.64,1.8,11.69,14.8,2.41,48.64
2025-02-01T23:00:00Z,417.23,0.0,5.36,5.36,44.7,1.94,12.97,15.45,2.34,44.7
2025-02-02T00:00:00Z,427.25,0.0,5.74,5.74,41.84,2.18,13.97,16.34,2.37,41.84
2025-02-02T01:00:00Z,453.95,0.0,7.28,7.28,39.34,2.56,13.72,16.49,2.56,39.34
2025-02-02T02:00:00Z,494.0,0.09,11.31,11.4,34.69,3.16,12.97,16.97,2.91,34.69
2025-02-02T03:00:00Z,547.41,2.07,13.71,15.78,33.26,3.73,13.58,18.75,3.26,33.26
2025-02-02T04:00:00Z,507.35,2.37,9.68,12.05,59.37,4.23,16.79,21.93,3.04,59.37
2025-02-02T05:00:00Z,494.0,1.65,7.54,9.19,87.26,5.19,20.55,25.76,3.51,87.26
2025-02-02T06:00:00Z,487.33,0.88,5.23,6.11,120.16,6.56,25.23,30.22,3.55,129.3110447761194
2025-02-02T07:00:00Z,370.5,0.47,2.87,3.34,123.02,5.6,19.17,22.15,2.15,133.53701492537311
